"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"1905"	"R5CLtLipCyE"	"Pets & Animals"	"Why didn't the adult tiger hunt wild boars with the three cubs in the first place?
"	"Because the adult tiger wants to train the hunting abilities of these three tiger cubs."	"['Natural Relation']"	"./video/R5CLtLipCyE.mp4"
"1906"	"VECARZ-zhKM_processed"	"Knowledge"	"Is the relationship between hermit crabs and snails commensalistic or parasitic?"	"The relationship between hermit crabs and snails is commensalistic."	"['Natural Relation']"	"./video/VECARZ-zhKM_processed.mp4"
"1907"	"Iaz4eon2sZk_processed"	"Pets & Animals"	"What is the function of coral's tentacles?
"	"It protects their soft bodies and adds support."	"['Function Reasoning']"	"./video/Iaz4eon2sZk_processed.mp4"
"1908"	"Iaz4eon2sZk_processed"	"Pets & Animals"	"What role do coral reefs play in underwater ecosystems?
"	"Coral reefs are home to a vast array of marine life that rivals the biodiversity of rainforests."	"['Function Reasoning']"	"./video/Iaz4eon2sZk_processed.mp4"
"1909"	"Iaz4eon2sZk_processed"	"Pets & Animals"	"How to calculate the age of coral?
"	"As corals grow, their calcium carbonate skeletons build up layers, and the thicker the layers, the older they are."	"['Natural Relation']"	"./video/Iaz4eon2sZk_processed.mp4"
"1910"	"vNhORnwcQcU_processed"	"Knowledge"	"What is the natural relationship between sea anemones and most kinds of small fish?"	"The sea anemones kill most kinds of small fish and eat them."	"['Natural Relation']"	"./video/vNhORnwcQcU_processed.mp4"
"1911"	"vNhORnwcQcU_processed"	"Knowledge"	"Do sea anemones prey on hermit crabs?"	"No, hermit crabs live in the body of sea anemones."	"['Natural Relation']"	"./video/vNhORnwcQcU_processed.mp4"
"1912"	"vNhORnwcQcU_processed"	"Knowledge"	"Do octopuses eat sea anemones?"	"No, the octopuse doesn't eat sea anemones."	"['Natural Relation']"	"./video/vNhORnwcQcU_processed.mp4"
"1913"	"vNhORnwcQcU_processed"	"Knowledge"	"Do octopuses eat hermit crabs?"	"Yes, but the octopuse cannot eat hermit crabs on with a sea anemone."	"['Natural Relation']"	"./video/vNhORnwcQcU_processed.mp4"
"1914"	"IOltGIaDPlY_processed"	"People"	"What is the spatial relationship between the ax and the old man?"	"The old man holding the ax in his hand."	"['Spatial Relationship']"	"./video/IOltGIaDPlY_processed.mp4"
"1915"	"IOltGIaDPlY_processed"	"People"	"What physical properties of trees can be inferred from the video?"	"Trees are hard solids."	"['Physical Property']"	"./video/IOltGIaDPlY_processed.mp4"
"1916"	"IOltGIaDPlY_processed"	"People"	"What is the function of the ax can be inferred from the video?"	"Cutting down solid objects such as trees."	"['Function Reasoning']"	"./video/IOltGIaDPlY_processed.mp4"
"1917"	"vT57C53E8VQ"	"Films & TV Shows"	"What does the glass containing ice water come into direct contact with?"	"The glass of ice water is in direct contact with a white tablecloth."	"['Physical Relation', 'Counterfactual Reasoning']"	"./video/vT57C53E8VQ.mp4"
"1918"	"vT57C53E8VQ"	"Films & TV Shows"	"Is the teacup in the video touching the white tablecloth?"	"No, the tea cup in the video is separated from the white tablecloth by a saucer."	"['Physical Relation', 'Counterfactual Reasoning']"	"./video/vT57C53E8VQ.mp4"
"1919"	"vT57C53E8VQ"	"Films & TV Shows"	"Are the six orange segments on the plate touching each other in the video?"	"Yes, the six petals of oranges on the plate are touching each other."	"['Physical Relation']"	"./video/vT57C53E8VQ.mp4"
"1920"	"vT57C53E8VQ"	"Films & TV Shows"	"Is the woman in red a psycho or a normal human being?"	"The woman in red is a mentally disordered psycho."	"['Identity Reasoning']"	"./video/vT57C53E8VQ.mp4"
"1921"	"vT57C53E8VQ"	"Films & TV Shows"	"Is the woman taking away the dishes more likely to be a caregiver or a janitor?"	"The woiman taking away the dishes is more likely to be a caregiver."	"['Identity Reasoning']"	"./video/vT57C53E8VQ.mp4"
"1922"	"TNsReXYg1Y0_processed"	"Humor"	"What was the original positional relationship between the two knives used by the man on the shelf, which is on the top?"	"The knife used last is on top of the knife used first."	"['Spatial Relationship']"	"./video/TNsReXYg1Y0_processed.mp4"
"1923"	"TNsReXYg1Y0_processed"	"Humor"	"What are the physical properties of the knife in the video?"	"It is sharp."	"['Physical Property']"	"./video/TNsReXYg1Y0_processed.mp4"
"1924"	"TNsReXYg1Y0_processed"	"Humor"	"What is the function of the knife in the video?"	"It is used to peel potatoes."	"['Function Reasoning']"	"./video/TNsReXYg1Y0_processed.mp4"
"1925"	"IFQ9zQekRio_processed"	"Autos & Vehicles"	"What physical properties of tires can be inferred from the video?"	"Tires are bouncy and soft."	"['Physical Property']"	"./video/IFQ9zQekRio_processed.mp4"
"1926"	"IFQ9zQekRio_processed"	"Autos & Vehicles"	"What is the function of the machines and devices in the video?"	"Destroy tires."	"['Function Reasoning']"	"./video/IFQ9zQekRio_processed.mp4"
"1927"	"IFQ9zQekRio_processed"	"Autos & Vehicles"	"When the tire is cut off at the end of the video, where is the tire on the machine?"	"The tire is on the machine and the cutting unit is on top of it."	"['Spatial Relationship']"	"./video/IFQ9zQekRio_processed.mp4"
"1928"	"vdIR0Fs0vVQ_processed"	"Films & TV Shows"	"What is the occupation of the woman with brown hair?"	"She is a hynotist."	"['Identity Reasoning']"	"./video/vdIR0Fs0vVQ_processed.mp4"
"1929"	"vdIR0Fs0vVQ_processed"	"Films & TV Shows"	"What is the occupation of the guy in the video?"	"He is the recorder of the therapy session."	"['Identity Reasoning']"	"./video/vdIR0Fs0vVQ_processed.mp4"
"1930"	"vdIR0Fs0vVQ_processed"	"Films & TV Shows"	"Did the two women in the video have any physical contact?"	"No, the two women in the video are always sitting facing each other."	"['Physical Relation']"	"./video/vdIR0Fs0vVQ_processed.mp4"
"1931"	"vdIR0Fs0vVQ_processed"	"Films & TV Shows"	"Did the man in charge of the recording have any physical contact with the hypnotized woman?"	"No, the man responsible for the recording stood behind the camera and had no physical contact with the woman leaning on the sofa."	"['Physical Relation']"	"./video/vdIR0Fs0vVQ_processed.mp4"
"1932"	"vdIR0Fs0vVQ_processed"	"Films & TV Shows"	"Is there any contact between the metronome on the table and the potted plant?"	"No, they are separate."	"['Physical Relation']"	"./video/vdIR0Fs0vVQ_processed.mp4"
"1933"	"VKMpErSK7v8_processed"	"Advertisements"	"At the beginning of the video, what is the positional relationship between the man and the woman?"	"The woman is on top of the man."	"['Spatial Relationship']"	"./video/VKMpErSK7v8_processed.mp4"
"1934"	"VKMpErSK7v8_processed"	"Advertisements"	"What are the physical properties of these jeans?"	"The jeans are very strong, the woman used the jeans to pull up the man."	"['Physical Property']"	"./video/VKMpErSK7v8_processed.mp4"
"1935"	"VKMpErSK7v8_processed"	"Advertisements"	"What role did the pants play in the video?"	"These pants help pull the man to the ground"	"['Function Reasoning']"	"./video/VKMpErSK7v8_processed.mp4"
"1936"	"VKMpErSK7v8_processed"	"Advertisements"	"What is the positional relationship between the plane and the man in the video?"	"The plane flies below the man."	"['Spatial Relationship']"	"./video/VKMpErSK7v8_processed.mp4"
"1937"	"2OcV0IHbtCM_processed"	"Food & Drink"	"What is the function of the machine"	"Mash the fishes."	"['Function Reasoning']"	"./video/2OcV0IHbtCM_processed.mp4"
"1938"	"2OcV0IHbtCM_processed"	"Food & Drink"	"What are the physical properties of the machine's stick?"	"It is hard."	"['Physical Property']"	"./video/2OcV0IHbtCM_processed.mp4"
"1939"	"2OcV0IHbtCM_processed"	"Food & Drink"	"What are the physical properties of the fish in the video?"	"May be easier to crush."	"['Physical Property']"	"./video/2OcV0IHbtCM_processed.mp4"
"1940"	"nRebRhmeMk0_processed"	"Food & Drink"	"What is the relationship between the fish and the grill?"	"Fish meat is placed on the grill."	"['Spatial Relationship']"	"./video/nRebRhmeMk0_processed.mp4"
"1941"	"nRebRhmeMk0_processed"	"Food & Drink"	"What is the function of the flamethrower?"	"Grilling fish."	"['Function Reasoning']"	"./video/nRebRhmeMk0_processed.mp4"
"1942"	"L8luXQhnAGk"	"Films & TV Shows"	"What is the occupation of a woman sitting in front of six other people?"	"She is a yoga teacher."	"['Identity Reasoning']"	"./video/L8luXQhnAGk.mp4"
"1943"	"L8luXQhnAGk"	"Films & TV Shows"	"Did the woman in the black top have any physical contact with the first man who fell?"	"No, they didn't have any physical contact with each other."	"['Physical Relation']"	"./video/L8luXQhnAGk.mp4"
"1944"	"L8luXQhnAGk"	"Films & TV Shows"	"Did the woman in the black top have any physical contact with the second man who fell?"	"Yes, the woman's hands touched the chin and neck of the second fallen man."	"['Physical Relation']"	"./video/L8luXQhnAGk.mp4"
"1945"	"L8luXQhnAGk"	"Films & TV Shows"	"Did the woman in the black top have physical contact with the third person who fell?"	"No, they didn't have any physical contact with each other."	"['Physical Relation']"	"./video/L8luXQhnAGk.mp4"
"1946"	"L8luXQhnAGk"	"Films & TV Shows"	"Did the woman in the black top have physical contact with the fourth person who fell?"	"The woman's hands touch the back of the fourth fallen person."	"['Physical Relation']"	"./video/L8luXQhnAGk.mp4"
"1947"	"zXR93P8EnxM_processed"	"Pets & Animals"	"What is the positional relationship between humans and wild boars?"	"The man is on the top of the slope, and the wild boar is on the bottom of the slope."	"['Spatial Relationship']"	"./video/zXR93P8EnxM_processed.mp4"
"1948"	"zXR93P8EnxM_processed"	"Pets & Animals"	"What is the function of rope?"	"Controlling wild boar."	"['Function Reasoning']"	"./video/zXR93P8EnxM_processed.mp4"
"1949"	"zXR93P8EnxM_processed"	"Pets & Animals"	"What are the physical properties of rope?"	"Soft but not easy to break."	"['Physical Property']"	"./video/zXR93P8EnxM_processed.mp4"
"1950"	"Mk-IgKJMCFk_processed"	"Food & Drink"	"What are the properties of a pot on a burning stove?"	"May be very hot."	"['Physical Property']"	"./video/Mk-IgKJMCFk_processed.mp4"
"1951"	"khXSmQHenSk_processed"	"Films & TV Shows"	"In the video, is there physical contact between the woman outside the door and the doorbell?"	"Yes, the woman outside the door pressed the doorbell with her finger."	"['Physical Relation']"	"./video/khXSmQHenSk_processed.mp4"
"1952"	"khXSmQHenSk_processed"	"Films & TV Shows"	"Did the man outside the door have any physical contact with the man who opened the door?"	"No, they didn't have any physical contact with each other."	"['Physical Relation']"	"./video/khXSmQHenSk_processed.mp4"
"1953"	"khXSmQHenSk_processed"	"Films & TV Shows"	"Is the woman outside the door a vampire or a human?"	"She is a vampire."	"['Identity Reasoning']"	"./video/khXSmQHenSk_processed.mp4"
"1954"	"khXSmQHenSk_processed"	"Films & TV Shows"	"Is the man who opened the door a vampire or a human?"	"He is a human."	"['Identity Reasoning']"	"./video/khXSmQHenSk_processed.mp4"
"1955"	"DqcqS2TPBRo_processed"	"Sports"	"What is the function of the bow?"	"May provide power for arrow."	"['Function Reasoning']"	"./video/DqcqS2TPBRo_processed.mp4"
"1956"	"DqcqS2TPBRo_processed"	"Sports"	"What are the physical properties of arrows?"	"The arrow is very sharp."	"['Physical Property']"	"./video/DqcqS2TPBRo_processed.mp4"
"1957"	"DqcqS2TPBRo_processed"	"Sports"	"What is the final spatial relationship between the arrow and the ball?"	"The arrow shoots into the ball."	"['Spatial Relationship']"	"./video/DqcqS2TPBRo_processed.mp4"
"1958"	"kiwy_nV-hxE"	"People"	"What is the occupation of the woman with white hair?"	"She is a cashier."	"['Identity Reasoning']"	"./video/kiwy_nV-hxE.mp4"
"1959"	"kiwy_nV-hxE"	"People"	"Which company does the white-haired woman work for?"	"She is a McDonald's employee."	"['Identity Reasoning', 'Common Sense Reasoning']"	"./video/kiwy_nV-hxE.mp4"
"1960"	"kiwy_nV-hxE"	"People"	"Is the man in a orange T-shirt receiving a burger homeless?"	"Yes, he is homeless."	"['Identity Reasoning']"	"./video/kiwy_nV-hxE.mp4"
"1961"	"SVO65YPWI2E_processed"	"People"	"What is the spatial relationship of these sticks?"	"These sticks come together at one point to support each other."	"['Spatial Relationship']"	"./video/SVO65YPWI2E_processed.mp4"
"1962"	"SVO65YPWI2E_processed"	"People"	"What is the spatial relationship between the rope and the stick?"	"The rope is tied to the stick and wrapped around the stick"	"['Spatial Relationship']"	"./video/SVO65YPWI2E_processed.mp4"
"1963"	"SVO65YPWI2E_processed"	"People"	"What is the function of the rope?"	"Secure the stick."	"['Function Reasoning']"	"./video/SVO65YPWI2E_processed.mp4"
"1964"	"nZXaZzYvtSg_processed"	"Humor"	"What is the spatial relationship between balloons and people?"	"People are in physical contact with balloons all the time."	"['Physical Relation']"	"./video/nZXaZzYvtSg_processed.mp4"
"1965"	"nZXaZzYvtSg_processed"	"Humor"	"What are the physical properties of the balloon in the video?"	"Balloon is gravity-defying and deformable"	"['Physical Property']"	"./video/nZXaZzYvtSg_processed.mp4"
"1966"	"nZXaZzYvtSg_processed"	"Humor"	"At the end of the video, where is the balloon located on the performer's body?"	"The balloon is at the person's waist height."	"['Spatial Relationship']"	"./video/nZXaZzYvtSg_processed.mp4"
"1967"	"XJiYu_Dyrts"	"Films & TV Shows"	"Do the flowers in the glass touch each other?"	"Yes, the flowers in the glass are touching each other."	"['Physical Relation']"	"./video/XJiYu_Dyrts.mp4"
"1968"	"XJiYu_Dyrts"	"Films & TV Shows"	"Does the glass on the table make contact with the tabletop?"	"No, the glass on the table has no contact with the tabletop and is in direct contact with the white tablecloth."	"['Physical Relation', 'Counterfactual Reasoning']"	"./video/XJiYu_Dyrts.mp4"
"1969"	"XJiYu_Dyrts"	"Films & TV Shows"	"What is the occupation of a man who spills water on others?"	"He is a waiter at the restaurant."	"['Identity Reasoning']"	"./video/XJiYu_Dyrts.mp4"
"1970"	"r--upM_aRDU_processed"	"Knowledge"	"Can dogs only see black and white?"	"No, dogs' eyes also pick up blue and greenish-yellow."	"['Counterfactual Reasoning']"	"./video/r--upM_aRDU_processed.mp4"
"1971"	"r--upM_aRDU_processed"	"Knowledge"	"Does one dog year equal seven human years?"	"No, latest findings showed that one dog year equals different human years."	"['Counterfactual Reasoning']"	"./video/r--upM_aRDU_processed.mp4"
